rsn,address,bing_address,neighbourhood,apartment,property_type,year_built,year_registered,units,storeys,property_management_or_landlord,evaluation_completed_on,score,score_percent,score_bucket,score_colour,agi,date_agi_initiated,tdf,tdf_year,reduced_increase_by,eviction_hearing,hearings,geometry,tooltip
4156357,314 The Kingsway,314 The Kingsway,Edenbridge-Humber Valley,TRUE,Private,1954,2017,22,3,Law Property Management,2020-12-15,86,86%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5235929, 43.6646401)",<b>314 The Kingsway</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: Law Property Management<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 86%<br>
4152852,2727 Victoria Park Ave,2727 Victoria Park Ave,L'Amoreaux,TRUE,Private,1972,2017,178,13,Ranee Management,2020-12-08,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.323245, 43.777339)",<b>2727 Victoria Park Ave</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: Ranee Management<br><b>Units</b>: 178<br><b>RentSafeTO Evaluation</b>: 83%<br>
4152862,40 Aurora Crt,40 Aurora Crt,L'Amoreaux,TRUE,Private,1974,2017,167,13,Park Property Management Inc,2019-11-27,92,92%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,3,"c(-79.315616, 43.794686)",<b>40 Aurora Crt</b><br><b>Built</b>: 1974<br><b>Landlord/Management</b>: Park Property Management Inc<br><b>Units</b>: 167<br><b>RentSafeTO Evaluation</b>: 92%<br><b>Eviction Hearings</b>: 3<br>
4152866,125 Bamburgh Crcl,125 Bamburgh Circle,Steeles,TRUE,Private,1978,2017,332,20,Starlight/Sterling Karamar,2019-12-10,93,93%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,7,"c(-79.325604, 43.813096)",<b>125 Bamburgh Crcl</b><br><b>Built</b>: 1978<br><b>Landlord/Management</b>: Starlight/Sterling Karamar<br><b>Units</b>: 332<br><b>RentSafeTO Evaluation</b>: 93%<br><b>Eviction Hearings</b>: 7<br>
4154479,500 Murray Ross Pkwy,500 Murray Ross Pkwy,York University Heights,TRUE,Private,1978,2017,390,19,Capreit,2019-11-19,86,86%,81% to 100%,#e7e1ef,TRUE,"2019-11-05, 2016-12-13, 2016-02-24",FALSE,NA,NA,TRUE,11,"c(-79.5057554, 43.7641915)","<b>500 Murray Ross Pkwy</b><br><b>Built</b>: 1978<br><b>Landlord/Management</b>: Capreit<br><b>Units</b>: 390<br><b>RentSafeTO Evaluation</b>: 86%<br><b>Eviction Hearings</b>: 11<br><b>AGI Application</b>: 2019-11-05, 2016-12-13, 2016-02-24<br>"
4154498,1111 Lawrence Ave W,1111 Lawrence Ave W,Yorkdale-Glen Park,TRUE,Private,1958,2017,15,3,Midan Properties Inc.,2020-11-03,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.463451, 43.7118592)",<b>1111 Lawrence Ave W</b><br><b>Built</b>: 1958<br><b>Landlord/Management</b>: Midan Properties Inc.<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 81%<br>
4154991,1600 Bathurst St,1600 Bathurst St,Humewood-Cedarvale,TRUE,Private,1939,2017,34,4,Astroid Management Ltd.,2019-11-27,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4208541, 43.6883935)",<b>1600 Bathurst St</b><br><b>Built</b>: 1939<br><b>Landlord/Management</b>: Astroid Management Ltd.<br><b>Units</b>: 34<br><b>RentSafeTO Evaluation</b>: 68%<br>
4154996,261 Vaughan Rd,261 Vaughan Rd,Humewood-Cedarvale,TRUE,Private,1940,2017,33,3,Hazelview Properties,2019-11-27,81,81%,81% to 100%,#e7e1ef,TRUE,2019-10-31,FALSE,NA,NA,FALSE,NA,"c(-79.4258556, 43.688855)",<b>261 Vaughan Rd</b><br><b>Built</b>: 1940<br><b>Landlord/Management</b>: Hazelview Properties<br><b>Units</b>: 33<br><b>RentSafeTO Evaluation</b>: 81%<br><b>AGI Application</b>: 2019-10-31<br>
4155485,12 Albert Ave,12 Albert Ave,Mimico (includes Humber Bay Shores),TRUE,Private,1957,2017,12,3,571051 Ontario Limited,2020-11-05,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4889234, 43.615891)",<b>12 Albert Ave</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: 571051 Ontario Limited<br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 71%<br>
4155491,2557 Lake Shore Blvd W,2557 Lake Shore Blvd W,Mimico (includes Humber Bay Shores),TRUE,Private,1952,2017,26,4,NA,2019-10-31,67,67%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.489185, 43.6090729)",<b>2557 Lake Shore Blvd W</b><br><b>Built</b>: 1952<br><b>Units</b>: 26<br><b>RentSafeTO Evaluation</b>: 67%<br>
4155492,2555 Lake Shore Blvd W,2555 Lake Shore Blvd W,Mimico (includes Humber Bay Shores),TRUE,Private,1952,2017,26,4,NA,2020-11-19,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4898359, 43.6090454)",<b>2555 Lake Shore Blvd W</b><br><b>Built</b>: 1952<br><b>Units</b>: 26<br><b>RentSafeTO Evaluation</b>: 80%<br>
4155494,2547 Lake Shore Blvd W,2547 Lake Shore Blvd W,Mimico (includes Humber Bay Shores),TRUE,Private,1952,2017,26,4,NA,2020-11-19,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4892005, 43.6093057)",<b>2547 Lake Shore Blvd W</b><br><b>Built</b>: 1952<br><b>Units</b>: 26<br><b>RentSafeTO Evaluation</b>: 76%<br>
4155501,2519 Lake Shore Blvd W,2519 Lake Shore Blvd W,Mimico (includes Humber Bay Shores),TRUE,Private,1970,2017,44,4,Aiderbrook Management Inc.,2020-11-18,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4895467, 43.6105897)",<b>2519 Lake Shore Blvd W</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Aiderbrook Management Inc.<br><b>Units</b>: 44<br><b>RentSafeTO Evaluation</b>: 68%<br><b>Eviction Hearings</b>: 1<br>
4155511,2663 Lake Shore Blvd W,2663 Lake Shore Blvd W,Mimico (includes Humber Bay Shores),TRUE,Private,1953,2017,111,8,Royal York Shores,2019-10-31,71,71%,61% to 80%,#c994c7,TRUE,2020-02-24,FALSE,NA,NA,FALSE,NA,"c(-79.493922, 43.603135)",<b>2663 Lake Shore Blvd W</b><br><b>Built</b>: 1953<br><b>Landlord/Management</b>: Royal York Shores<br><b>Units</b>: 111<br><b>RentSafeTO Evaluation</b>: 71%<br><b>AGI Application</b>: 2020-02-24<br>
4155512,6 Royal York Rd,6 Royal York Rd,Mimico (includes Humber Bay Shores),TRUE,Private,1951,2017,72,5,NA,2019-10-31,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4934504, 43.6031698)",<b>6 Royal York Rd</b><br><b>Built</b>: 1951<br><b>Units</b>: 72<br><b>RentSafeTO Evaluation</b>: 75%<br>
4156371,10 Maple Leaf Dr,10 Maple Leaf Dr,Rustic,TRUE,Social Housing,1992,2017,150,10,NA,2019-11-06,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5048439, 43.7095195)",<b>10 Maple Leaf Dr</b><br><b>Built</b>: 1992<br><b>Units</b>: 150<br><b>RentSafeTO Evaluation</b>: 84%<br>
4156391,1290 Danforth Rd,1290 Danforth Rd,Eglinton East,TRUE,Social Housing,1978,2017,179,8,NA,2020-12-07,89,89%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2457956, 43.7407776)",<b>1290 Danforth Rd</b><br><b>Built</b>: 1978<br><b>Units</b>: 179<br><b>RentSafeTO Evaluation</b>: 89%<br>
4156399,5 Brookbanks Dr,5 Brookbanks Dr,Parkwoods-Donalda,TRUE,Private,1968,2017,124,15,Hardit,2019-11-04,94,94%,81% to 100%,#e7e1ef,TRUE,"2021-04-16, 2019-05-07, 2018-04-11, 2017-02-06",FALSE,NA,NA,TRUE,5,"c(-79.332686, 43.751295)","<b>5 Brookbanks Dr</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Hardit<br><b>Units</b>: 124<br><b>RentSafeTO Evaluation</b>: 94%<br><b>Eviction Hearings</b>: 5<br><b>AGI Application</b>: 2021-04-16, 2019-05-07, 2018-04-11, 2017-02-06<br>"
4156420,365 Grandravine Dr,365 Grandravine Dr,Glenfield-Jane Heights,TRUE,Private,1971,2017,118,15,Fred Hageman's Holdings Ltd.,2019-11-19,72,72%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5148281, 43.7469536)",<b>365 Grandravine Dr</b><br><b>Built</b>: 1971<br><b>Landlord/Management</b>: Fred Hageman's Holdings Ltd.<br><b>Units</b>: 118<br><b>RentSafeTO Evaluation</b>: 72%<br>
4156430,7 Arleta Ave,7 Arleta Ave,Glenfield-Jane Heights,TRUE,TCHC,1972,2017,201,4,TCH,2020-10-16,65,65%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.5008708, 43.7420123)",<b>7 Arleta Ave</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 201<br><b>RentSafeTO Evaluation</b>: 65%<br><b>Eviction Hearings</b>: 1<br>
4152887,1 Dean Park Rd,1 Dean Park Rd,Rouge,TRUE,Private,1979,2017,249,16,Medallion Corporation,2019-11-28,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.1702963, 43.8044849)",<b>1 Dean Park Rd</b><br><b>Built</b>: 1979<br><b>Landlord/Management</b>: Medallion Corporation<br><b>Units</b>: 249<br><b>RentSafeTO Evaluation</b>: 83%<br><b>Eviction Hearings</b>: 1<br>
4152903,2555 Bloor St W,2555 Bloor St W,High Park-Swansea,TRUE,Private,1940,2017,34,4,NA,2020-10-30,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.490614, 43.647631)",<b>2555 Bloor St W</b><br><b>Built</b>: 1940<br><b>Units</b>: 34<br><b>RentSafeTO Evaluation</b>: 75%<br>
4154505,8 Wasdale Cres,8 Wasdale Crescent,Englemount-Lawrence,TRUE,Private,1957,2017,10,3,Petar Tucakov,2020-12-18,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4350942, 43.7312493)",<b>8 Wasdale Cres</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Petar Tucakov<br><b>Units</b>: 10<br><b>RentSafeTO Evaluation</b>: 80%<br>
4154509,30 Wasdale Cres,30 Wasdale Crescent,Englemount-Lawrence,TRUE,Private,1956,2017,10,3,Knrs Properties Inc,2020-11-18,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.436839, 43.7308826)",<b>30 Wasdale Cres</b><br><b>Built</b>: 1956<br><b>Landlord/Management</b>: Knrs Properties Inc<br><b>Units</b>: 10<br><b>RentSafeTO Evaluation</b>: 74%<br>
4154525,24 Hotspur Rd,24 Hotspur Rd,Englemount-Lawrence,TRUE,Private,1952,2017,10,3,NA,2020-11-17,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4350937, 43.7330683)",<b>24 Hotspur Rd</b><br><b>Built</b>: 1952<br><b>Units</b>: 10<br><b>RentSafeTO Evaluation</b>: 80%<br>
4155000,1652 Bathurst St,1652 Bathurst St,Humewood-Cedarvale,TRUE,Private,1950,2017,39,4,Regal Court Holdings,2019-11-27,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4234338, 43.6942509)",<b>1652 Bathurst St</b><br><b>Built</b>: 1950<br><b>Landlord/Management</b>: Regal Court Holdings<br><b>Units</b>: 39<br><b>RentSafeTO Evaluation</b>: 84%<br><b>Eviction Hearings</b>: 1<br>
4155518,67 Lake Shore Dr,67 Lake Shore Dr,New Toronto,TRUE,Private,1958,2017,18,3,"Atlantis Realty Services, Inc.",2019-10-31,82,82%,81% to 100%,#e7e1ef,TRUE,2018-08-16,FALSE,NA,NA,FALSE,NA,"c(-79.5007075, 43.5965122)","<b>67 Lake Shore Dr</b><br><b>Built</b>: 1958<br><b>Landlord/Management</b>: Atlantis Realty Services, Inc.<br><b>Units</b>: 18<br><b>RentSafeTO Evaluation</b>: 82%<br><b>AGI Application</b>: 2018-08-16<br>"
4155526,68 Fifteenth St,68 15th St,New Toronto,TRUE,Private,1957,2017,23,3,G Merulla Inc.,2020-11-26,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5155662, 43.6018743)",<b>68 Fifteenth St</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: G Merulla Inc.<br><b>Units</b>: 23<br><b>RentSafeTO Evaluation</b>: 75%<br>
4155537,95 Twenty Fifth St,95 25th St,Long Branch,TRUE,Private,1957,2017,46,3,NA,2020-11-26,74,74%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.522943, 43.595631)",<b>95 Twenty Fifth St</b><br><b>Built</b>: 1957<br><b>Units</b>: 46<br><b>RentSafeTO Evaluation</b>: 74%<br>
4156442,5 Forty Third St,5 43rd St,Long Branch,TRUE,Social Housing,1953,2017,40,3,NA,2019-10-30,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.546025, 43.59007)",<b>5 Forty Third St</b><br><b>Built</b>: 1953<br><b>Units</b>: 40<br><b>RentSafeTO Evaluation</b>: 83%<br>
4156483,5 Wakunda Pl,5 Wakunda Pl,Victoria Village,TRUE,TCHC,1967,2017,198,11,TCH,2021-04-21,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,3,"c(-79.3046713, 43.7155681)",<b>5 Wakunda Pl</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 198<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 3<br>
4153800,101 Roehampton Ave,101 Roehampton Ave,Mount Pleasant West,TRUE,Private,1973,2017,129,20,NA,2020-12-02,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.39537, 43.708348)",<b>101 Roehampton Ave</b><br><b>Built</b>: 1973<br><b>Units</b>: 129<br><b>RentSafeTO Evaluation</b>: 78%<br>
4154536,110 Rajah St,110 Rajah St,Englemount-Lawrence,TRUE,Private,1957,2017,12,3,Falconwin Property Mng,2020-12-02,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4388218, 43.7312673)",<b>110 Rajah St</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Falconwin Property Mng<br><b>Units</b>: 12<br><b>RentSafeTO Evaluation</b>: 77%<br>
4154555,46 Saranac Blvd,46 Saranac Blvd,Englemount-Lawrence,TRUE,Private,1960,2017,36,3,Westdale Properties,2020-12-02,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4310876, 43.7234163)",<b>46 Saranac Blvd</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Westdale Properties<br><b>Units</b>: 36<br><b>RentSafeTO Evaluation</b>: 81%<br>
4155034,640 Lauder Ave,640 Lauder Ave,Oakwood Village,TRUE,Private,1965,2017,129,10,R A B Properties Limited,2020-11-13,80,80%,61% to 80%,#c994c7,TRUE,2020-06-29,FALSE,NA,NA,TRUE,1,"c(-79.446146, 43.693759)",<b>640 Lauder Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: R A B Properties Limited<br><b>Units</b>: 129<br><b>RentSafeTO Evaluation</b>: 80%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2020-06-29<br>
4155036,560 Oakwood Ave,560 Oakwood Ave,Oakwood Village,TRUE,Private,1960,2017,24,3,NA,2021-04-12,55,55%,60% and under,#dd1c77,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4414869, 43.6933488)",<b>560 Oakwood Ave</b><br><b>Built</b>: 1960<br><b>Units</b>: 24<br><b>RentSafeTO Evaluation</b>: 55%<br>
4155041,1490 Eglinton Ave W,1490 Eglinton Ave W,Oakwood Village,TRUE,Private,1955,2017,34,4,Hallpine Investments Inc.,2020-12-16,88,88%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.439572, 43.697766)",<b>1490 Eglinton Ave W</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Hallpine Investments Inc.<br><b>Units</b>: 34<br><b>RentSafeTO Evaluation</b>: 88%<br>
4155055,1040 Castlefield Ave,1040 Castlefield Ave,Briar Hill-Belgravia,TRUE,Private,1959,2017,44,4,1040 Castlefield Apartments,2020-11-20,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4499991, 43.701051)",<b>1040 Castlefield Ave</b><br><b>Built</b>: 1959<br><b>Landlord/Management</b>: 1040 Castlefield Apartments<br><b>Units</b>: 44<br><b>RentSafeTO Evaluation</b>: 80%<br><b>Eviction Hearings</b>: 1<br>
4155551,240 Lake Promenade,240 Lake Promenade,Long Branch,TRUE,Private,1963,2017,118,7,Compten Management Inc.,2020-11-24,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,2,"c(-79.531398, 43.5892754)",<b>240 Lake Promenade</b><br><b>Built</b>: 1963<br><b>Landlord/Management</b>: Compten Management Inc.<br><b>Units</b>: 118<br><b>RentSafeTO Evaluation</b>: 73%<br><b>Eviction Hearings</b>: 2<br>
4155560,6 Twenty Fourth St,6 24th St,Long Branch,TRUE,Private,1968,2017,81,7,Gold Seal Management Inc.,2019-03-15,89,89%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.523262, 43.597524)",<b>6 Twenty Fourth St</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Gold Seal Management Inc.<br><b>Units</b>: 81<br><b>RentSafeTO Evaluation</b>: 89%<br>
4155573,40 Gordonridge Pl,40 Gordonridge Pl,Kennedy Park,TRUE,TCHC,1972,2017,421,18,Toronto Community Housing,2020-11-07,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,4,"c(-79.2513183, 43.7275478)",<b>40 Gordonridge Pl</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 421<br><b>RentSafeTO Evaluation</b>: 71%<br><b>Eviction Hearings</b>: 4<br>
4156561,485 Patricia Ave,485 Patricia Ave,Newtonbrook West,TRUE,Private,2012,2017,240,10,Myriad Property Management,2019-11-06,99,99%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4445614, 43.7837228)",<b>485 Patricia Ave</b><br><b>Built</b>: 2012<br><b>Landlord/Management</b>: Myriad Property Management<br><b>Units</b>: 240<br><b>RentSafeTO Evaluation</b>: 99%<br>
4156565,15 Harding Ave,15 Harding Ave,Brookhaven-Amesbury,TRUE,Private,1968,2017,335,19,Medallion Corporation,2020-11-02,77,77%,61% to 80%,#c994c7,TRUE,2020-01-08,FALSE,NA,NA,TRUE,21,"c(-79.5015704, 43.6992087)",<b>15 Harding Ave</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Medallion Corporation<br><b>Units</b>: 335<br><b>RentSafeTO Evaluation</b>: 77%<br><b>Eviction Hearings</b>: 21<br><b>AGI Application</b>: 2020-01-08<br>
4156594,10 Kingston Rd,10 Kingston Rd,Woodbine Corridor,TRUE,Private,1970,2017,16,3,Firm Capital Properties Inc,2020-11-24,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3124658, 43.668283)",<b>10 Kingston Rd</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Firm Capital Properties Inc<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 1<br>
4156598,180 Sudbury St,180 Sudbury St,Little Portugal,TRUE,Social Housing,2011,2017,190,18,Greenwin,2019-11-25,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,2,"c(-79.425184, 43.641892)",<b>180 Sudbury St</b><br><b>Built</b>: 2011<br><b>Landlord/Management</b>: Greenwin<br><b>Units</b>: 190<br><b>RentSafeTO Evaluation</b>: 77%<br><b>Eviction Hearings</b>: 2<br>
4153815,177 Redpath Ave,177 Redpath Ave,Mount Pleasant West,TRUE,Private,1965,2017,148,17,North Edge Properties Ltd.,2019-12-02,85,85%,81% to 100%,#e7e1ef,TRUE,2018-03-14,TRUE,2018,1.8%,FALSE,NA,"c(-79.393151, 43.709898)",<b>177 Redpath Ave</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: North Edge Properties Ltd.<br><b>Units</b>: 148<br><b>RentSafeTO Evaluation</b>: 85%<br><b>AGI Application</b>: 2018-03-14<br><b>Tenant Defence Fund Received</b>: 2018<br><b>TDF Reduced Increase By</b>: 1.8%<br>
4153818,127 Broadway Ave,127 Broadway Ave,Mount Pleasant West,TRUE,Private,1950,2017,60,4,Cromwell Management Inc.,2019-12-02,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.392196, 43.71038)",<b>127 Broadway Ave</b><br><b>Built</b>: 1950<br><b>Landlord/Management</b>: Cromwell Management Inc.<br><b>Units</b>: 60<br><b>RentSafeTO Evaluation</b>: 71%<br>
4154566,96 Mulholland Ave,96 Mulholland Ave,Yorkdale-Glen Park,TRUE,Private,1960,2017,11,3,Mpm Inc.,2021-04-30,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4552742, 43.7207087)",<b>96 Mulholland Ave</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Mpm Inc.<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 69%<br>
4154576,55 Faywood Blvd,55 Faywood Blvd,Clanton Park,TRUE,Private,1960,2017,33,4,Compten Management Inc.,2020-12-09,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4464328, 43.7374778)",<b>55 Faywood Blvd</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Compten Management Inc.<br><b>Units</b>: 33<br><b>RentSafeTO Evaluation</b>: 76%<br>
4154580,12 King High Ave,12 King High Ave,Clanton Park,TRUE,TCHC,1962,2017,31,3,TCH,2020-10-20,86,86%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4430987, 43.7362305)",<b>12 King High Ave</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: TCH<br><b>Units</b>: 31<br><b>RentSafeTO Evaluation</b>: 86%<br>
4154582,490 Wilson Ave,490 Wilson Ave,Clanton Park,TRUE,Private,1955,2017,55,3,Orfus Realty,2019-03-12,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4454716, 43.7353322)",<b>490 Wilson Ave</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Orfus Realty<br><b>Units</b>: 55<br><b>RentSafeTO Evaluation</b>: 69%<br>
4154592,3890 Bathurst St,3890 Bathurst St,Clanton Park,TRUE,Private,1958,2017,30,4,Starlight Investments,2020-11-18,84,84%,81% to 100%,#e7e1ef,TRUE,2017-04-20,FALSE,NA,NA,FALSE,NA,"c(-79.4359557, 43.7431585)",<b>3890 Bathurst St</b><br><b>Built</b>: 1958<br><b>Landlord/Management</b>: Starlight Investments<br><b>Units</b>: 30<br><b>RentSafeTO Evaluation</b>: 84%<br><b>AGI Application</b>: 2017-04-20<br>
4155081,1500 Keele St,1500 Keele St,Keelesdale-Eglinton West,TRUE,Social Housing,1996,2017,132,11,Self Managed,2019-11-07,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.4718686, 43.6796742)",<b>1500 Keele St</b><br><b>Built</b>: 1996<br><b>Landlord/Management</b>: Self Managed<br><b>Units</b>: 132<br><b>RentSafeTO Evaluation</b>: 76%<br><b>Eviction Hearings</b>: 1<br>
4155088,2480 Eglinton Ave W,2480 Eglinton Ave W,Beechborough-Greenbrook,TRUE,Social Housing,1993,2017,97,8,NA,2020-11-04,62,62%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.469473, 43.691655)",<b>2480 Eglinton Ave W</b><br><b>Built</b>: 1993<br><b>Units</b>: 97<br><b>RentSafeTO Evaluation</b>: 62%<br>
4155582,225 Morningside Ave,225 Morningside Ave,West Hill,TRUE,TCHC,1972,2017,99,10,Del Managment,2019-11-28,71,71%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.185116, 43.767034)",<b>225 Morningside Ave</b><br><b>Built</b>: 1972<br><b>Landlord/Management</b>: Del Managment<br><b>Units</b>: 99<br><b>RentSafeTO Evaluation</b>: 71%<br>
4155604,320 Seaton St,320 Seaton St,Moss Park,TRUE,TCHC,1961,2017,25,6,NA,2019-12-10,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3714625, 43.6625357)",<b>320 Seaton St</b><br><b>Built</b>: 1961<br><b>Units</b>: 25<br><b>RentSafeTO Evaluation</b>: 69%<br>
4156623,145 Arlington Ave,145 Arlington Ave,Humewood-Cedarvale,TRUE,Private,1930,2019,32,4,Akelius Canada Ltd,2019-11-28,79,79%,61% to 80%,#c994c7,TRUE,2017-04-04,TRUE,2019,6.11%,TRUE,1,"c(-79.4288454, 43.6820037)",<b>145 Arlington Ave</b><br><b>Built</b>: 1930<br><b>Landlord/Management</b>: Akelius Canada Ltd<br><b>Units</b>: 32<br><b>RentSafeTO Evaluation</b>: 79%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2017-04-04<br><b>Tenant Defence Fund Received</b>: 2019<br><b>TDF Reduced Increase By</b>: 6.11%<br>
4156649,2846 Bloor St W,2846 Bloor St W,Kingsway South,TRUE,Private,1955,2017,16,4,1568662 Ontario,2020-12-10,85,85%,81% to 100%,#e7e1ef,TRUE,2018-12-10,FALSE,NA,NA,FALSE,NA,"c(-79.5040696, 43.6492896)",<b>2846 Bloor St W</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: 1568662 Ontario<br><b>Units</b>: 16<br><b>RentSafeTO Evaluation</b>: 85%<br><b>AGI Application</b>: 2018-12-10<br>
4153841,120 Broadway Ave,120 Broadway Ave,Mount Pleasant West,TRUE,Private,1957,2017,48,4,Westdale Properties,2019-10-29,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.392909, 43.7113127)",<b>120 Broadway Ave</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Westdale Properties<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 79%<br>
