_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
62300,NONE,"Outdoor pool , Child play area",YES,YES,YES,YES,YES,0 indoor parking spots and 8 outdoor parking spots,6,88,"DEC 12, 2012",SLIDE AND CLIMBING,NA,NA,CONTROL AND MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2006,HOT WATER,NO,YES,YES,YES,YES,24,FIRST FLOOR,YES,0,0,2,14,NO,YES,Ground Level Garage,M1M,NA,YES,PARK PROPERTY MANAGEMENT INC,PRIVATE,RECYCLING ROOM FIRST-FLOOR,4152783,NO,YES,NO,3744  ST CLAIR AVE E,YES,YES,1964,NO,UNAVAILABLE,20,DOUBLE PANE,1964,2000,2017,NA,NA,NA,NA,NA,NA,NA,NA
62301,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,YES,YES,Green Bin / Organics,YES,NO,IN THE FRONT OF THE BLDG,ORIGINAL,1998,HOT WATER,NO,YES,NO,YES,YES,24 HRS,IN BASEMENT,NO,0,0,0,2,NO,NO,Ground Level Garage,M3M,NA,NO,S & T  TWO INC,PRIVATE,IN THE FRONT OF THE BLDG,4154403,NO,YES,NO,2221  JANE ST ,NO,NA,NA,NA,UNAVAILABLE,06,DOUBLE PANE,1964,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62302,NONE,"Indoor recreation room , Indoor exercise room , Child play area",YES,YES,YES,YES,NO,Not Available,14,251,"NOV 18, 2013",PLAYGROUND,A FEW CARDIO MACHINES,NA,INTERIOR AND CONTROLS,REPLACED,NA,NO,Green Bin / Organics,YES,YES,SIDE OF THE BUILDING,REPLACED,1997,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT,YES,0,0,3,25,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4A,NA,YES,COGIR REAL ESTATE,PRIVATE,SIDE OF THE BUILDING,4154884,NO,YES,NO,1441  LAWRENCE AVE E,YES,YES,1971,YES,PAID,16,DOUBLE PANE,1961,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
62303,NONE,NA,YES,YES,YES,YES,YES,Not Available,12,204,"JAN 7, 2013",NA,NA,NA,NA,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,1990,HOT WATER,YES,YES,NO,YES,YES,9AM - 10 PM,BASEMENT,YES,204,99,3,28,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1R,NA,NO,FALCONWIN PROPERTY MANAGEMENT,PRIVATE,DESIGNATED AREA,4154886,NO,YES,NO,1840  VICTORIA PARK AVE ,YES,YES,1964,NO,FREE,16,DOUBLE PANE,1964,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
62304,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,69,"JAN 30, 2015",NA,NA,NA,NA,REPLACED,NA,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,ORIGINAL,1960,HOT WATER,NO,YES,NO,NO,YES,8AM - 9PM 7 DAYS WEEK,MAIN FLOOR,YES,9,56,1,8,NO,YES,Surface Parking,M4A,NA,NO,LINWOOD MANAGEMENT CORPORATION,PRIVATE,BACK OF BUILDING,4154887,NO,YES,NO,48  ECCLESTON DR ,NO,NA,NA,YES,FREE,16,DOUBLE PANE,1960,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
65734,NONE,Outdoor pool,YES,YES,YES,YES,NO,Not Available,10,111,"FEB 29, 2016",NA,NA,NA,EVERYTHING EXCEPT CAB,REPLACED,NA,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2010,HOT WATER,NO,YES,NO,NO,YES,OPEN 24 HOURS ,GROUND FLOOR,YES,0,0,2,13,NO,NO,"Ground Level Garage , Carport , Surface Parking",M9P,NA,YES,NA,PRIVATE,BACK OF BUILDING,4155357,NO,NO,NO,38  DIXINGTON CRES ,YES,YES,1963,YES,FREE,02,DOUBLE PANE,1963,2008,2018,NA,NA,NA,NA,NA,NA,NA,NA
65735,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,55,"MAY 20, 2014",NA,NA,NA,FULL,REPLACED,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1964,HOT WATER,NO,YES,NO,YES,YES,7AM - 11 PM,MAIN FLOOR,YES,0,2,1,8,NO,YES,Surface Parking,M9P,NA,YES,H&R PROPERTY MANAGEMENT,PRIVATE,GARBAGE ENCLOSURE,4155360,NO,YES,NO,40  DIXINGTON CRES ,YES,YES,1964,YES,FREE,02,DOUBLE PANE,1964,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
62305,NONE,"Outdoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Child play area , Sauna",YES,YES,YES,YES,YES,Not Available,13,111,"MAR 20, 2017",SWINGS/SLIDE,FREE WEIGHTS/CARDIO EQUIPMENT,"TENNIS COURT, GAZEBO, BBQ",COMPLETE MODERNIZATION,REPLACED,NA,NO,Green Bin / Organics,YES,YES,GARBAGE AREA,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,8A-10P,BASEMENT,YES,0,2,2,12,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M3A,25 POUNDS OR LESS,YES,QUADREAL PROPERTY GROUP,PRIVATE,BEHIND BUILDING,4154894,NO,YES,NO,8-10  ROANOKE RD ,YES,YES,1964,YES,FREE,16,DOUBLE PANE,1962,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
62306,NONE,NA,YES,NO,YES,YES,NO,50 indoor parking spots and 0 outdoor parking spots,4,83,"JAN 3, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,NORTHWEST CORNER OF PROPERTY,REPLACED,1985,HOT WATER,YES,YES,NO,YES,YES,24 HOURS,EVERY FLOOR,NO,0,1,2,16,NO,YES,"Underground Garage , Surface Parking",M3A,NA,YES,NA,PRIVATE,NORTHWEST CORNER OF PROPERTY,4154905,NO,NO,NO,270  CASSANDRA BLVD ,YES,YES,1969,YES,FREE,16,SINGLE PANE,1969,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
62307,NONE,Outdoor pool,YES,YES,YES,YES,YES,Not Available,7,81,"DEC 12, 2012",NA,NA,NA,CONTROL MOTORIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK PARKING LOT,REPLACED,2011,HOT WATER,NO,YES,NO,YES,YES,9 AM TO 10 PM,FIRST FLOOR,YES,0,1,2,10,NO,NO,"Underground Garage , Ground Level Garage",M3A,NA,YES,PARK PROPERTY MANAGEMENT INC,PRIVATE,BACK PARKING LOT,4154911,NO,YES,NO,111  COMBERMERE DR ,YES,YES,1963,NO,FREE,16,DOUBLE PANE,1963,2002,2017,NA,NA,NA,NA,NA,NA,NA,NA
62308,NONE,Outdoor pool,YES,YES,YES,YES,NO,Not Available,7,110,"FEB 15, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,NO,OUTDOOR GARBAGE ENCLOSURE,REPLACED,2002,HOT WATER,NO,YES,NO,YES,YES,6AM-12AM,GROUND FLOOR,YES,0,99,2,12,NO,YES,"Carport , Surface Parking",M9B,NA,YES,LEEDALE CONSTRUCTION LTD,PRIVATE,OUTDOOR GARBAGE ENCLOSURE,4155399,NO,YES,NO,530  THE EAST MALL  ,YES,YES,1990,YES,FREE,02,DOUBLE PANE,1960,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
62309,NONE,NA,YES,YES,YES,YES,NO,Not Available,16,122,"APR 2, 2019",NA,NA,NA,ALL,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2018,HOT WATER,YES,YES,NO,YES,YES,24/7,MAIN FLOOR,YES,0,0,2,16,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,NA,YES,NA,PRIVATE,NEXT TO THE GARBAGE OUTSIDE,4155400,NO,YES,NO,580  THE EAST MALL  ,YES,YES,1995,YES,FREE,02,DOUBLE PANE,1972,2015,2018,NA,NA,NA,NA,NA,NA,NA,NA
62310,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,90,"FEB 1, 2017",NA,NA,NA,INTERIOR AND CONTROLS,REPLACED,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1969,HOT WATER,NO,YES,NO,NO,YES,8AM - 10PM,MAIN FLOOR,YES,0,0,2,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,NA,YES,NA,PRIVATE,SOUTH SIDE OF BUILDING,4155401,NO,YES,NO,535  THE EAST MALL  ,YES,YES,1969,YES,UNAVAILABLE,02,DOUBLE PANE,1969,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
62311,NONE,NA,YES,YES,YES,NO,NO,Not Available,7,33,"OCT 15, 2016",NA,NA,NA,"MACHINE, HOISTS, CAB INTERIOR",REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,1992,FORCED AIR GAS,YES,YES,NO,YES,YES,CONTINUOUS,SEVERAL THROUGHOUT BUILDING,NO,0,0,1,6,NO,YES,"Ground Level Garage , Carport , Surface Parking",M9B,AS SET FORTH IN RTA,YES,KROMA MANAGEMENT LTD.,PRIVATE,REAR OF BUILDING,4155402,NO,NO,NO,1  RABBIT LANE ,NO,NA,NA,YES,FREE,02,DOUBLE PANE,1970,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
62312,NONE,NA,YES,YES,YES,YES,NO,Not Available,5,61,"AUG 15, 2017",NA,NA,NA,COMPLETE MODERNISATION ,REPLACED,NA,NO,Green Bin / Organics,YES,NO,BACK OF THE BUILDING,REPLACED,2016,HOT WATER,NO,YES,NO,NO,YES,24 HRS,1ST FLOOR,NO,0,1,1,8,NO,YES,"Ground Level Garage , Surface Parking",M9R,NA,YES,CAPREIT,PRIVATE,BACK OF THE BUILDING,4155414,NO,YES,NO,55  BRIDESBURG DR ,YES,YES,1965,YES,FREE,01,DOUBLE PANE,1965,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
62313,NONE,NA,YES,YES,YES,YES,NO,Not Available,6,32,"AUG 15, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,BACK OF THE BUILDING,ORIGINAL,1965,HOT WATER,NO,YES,NO,NO,YES,24 HRS,GROUND FLOOR,NO,0,0,1,4,NO,YES,Surface Parking,M9R,NA,YES,CAPREIT,PRIVATE,BACK OF THE BUILDING,4155418,NO,YES,NO,41  BLACKFRIAR AVE ,YES,YES,1965,YES,FREE,01,DOUBLE PANE,1965,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62314,NONE,NA,YES,YES,YES,YES,NO,Not Available,3,45,NA,NA,NA,NA,NA,NA,YES,YES,Recycling bins,YES,NO,NA,REPLACED,2005,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,ON EACH FLOOR ,YES,0,0,0,6,NO,YES,Surface Parking,M9W,NA,NO,NA,PRIVATE,PARKING LOT,4155426,NO,YES,NO,15  JANSUSIE RD ,YES,YES,1967,NA,FREE,01,DOUBLE PANE,1967,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62315,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,50,"MAY 1, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2005,HOT WATER,NO,YES,NO,YES,YES,8:00 A.M. TO 11:00 P.M.,MAIN FLOOR,YES,0,2,1,8,NO,YES,Surface Parking,M1G,NA,YES,R A B PROPERTIES LIMITED,PRIVATE,EXTERIOR,4156174,NO,YES,NO,1  MEADOWGLEN PL ,NO,NA,NA,YES,FREE,24,DOUBLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62316,NONE,NA,YES,YES,YES,YES,YES,Not Available,21,236,"MAY 15, 2017",NA,NA,NA,EVERYTHING,REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE BACK OF BUILDING,ORIGINAL,1965,HOT WATER,YES,YES,NO,YES,YES,7 AM TO 11 PM,GROUND FLOOR,YES,239,2,3,20,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M1J,NO RESTRICTIONS,YES,METCAP LIVING MANAGEMENT INC,PRIVATE,OUTSIDE BACK OF BUILDING,4152799,NO,NO,NO,25  COUGAR CRT ,YES,YES,1968,YES,FREE,24,SINGLE PANE,1965,2000,2017,NA,NA,NA,NA,NA,NA,NA,NA
62317,NONE,NA,YES,NO,YES,YES,NO,Not Available,5,39,NA,NA,NA,NA,NA,NA,NA,NO,Unknown,YES,NO,NA,ORIGINAL,1980,HOT WATER,NO,YES,NO,NO,YES,9:00 A.M. TO 8:00 P.M.,BASEMENT,NO,0,45,1,4,YES,YES,"Carport , Surface Parking",M3M,GUIDE DOGS,NO,NA,PRIVATE,NA,4154404,NO,YES,NO,2233  JANE ST ,NO,NA,NA,NA,FREE,06,THERMAL,1965,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62318,NA,NA,NA,NA,NA,NA,YES,Not Available,11,118,NA,NA,NA,NA,NA,NA,NA,NA,Green Bin / Organics,NA,YES,OUTSIDE,NA,NA,NA,YES,NA,NA,NA,YES,8-9,BASEMENT,YES,117,2,2,14,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3M,IF SERVICE ANIMALS. ,NO,NA,PRIVATE,OUTSIDE,4154409,NA,NA,NA,5  AGATE RD ,NA,NA,NA,NA,FREE,06,DOUBLE PANE,1967,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
62319,NONE,NA,YES,NO,NO,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2012,HOT WATER,NO,YES,NO,NO,YES,9 AM - 9 PM,FIRST FLLOOR,NO,0,12,0,4,YES,YES,Ground Level Garage,M3M,NA,NO,THISTLE C.N.C LTD.,PRIVATE,OUTSIDE,4154413,NO,YES,NO,1  WANDLE AVE ,NO,NA,NA,NA,UNAVAILABLE,06,DOUBLE PANE,1954,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62320,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE WITH GARBAGE BINS,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8 AM TO 10 PM,BASEMENT,NO,0,12,0,4,NO,YES,"Ground Level Garage , Surface Parking",M3M,NA,YES,MARSHA SWITZER,PRIVATE,OUTSIDE SOUTH SIDE OF BUILDING,4154416,NO,YES,NO,2816  KEELE ST ,NO,NA,NA,NA,UNAVAILABLE,06,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62321,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,11,NA,NA,NA,NA,NA,NA,YES,NO,Green Bin / Organics,YES,NO,OUTSIDE BUILDING,REPLACED,2005,FORCED AIR GAS,NO,NO,NO,YES,YES,24 HOURS,BASEMENT,YES,0,5,0,3,NO,YES,"Ground Level Garage , Surface Parking",M3M,NA,YES,NA,PRIVATE,OUTSIDE BUILDING,4154425,NO,YES,NO,2852  KEELE ST ,NO,NA,NA,NA,UNAVAILABLE,06,SINGLE PANE,1945,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62322,NONE,Child play area,YES,YES,YES,YES,NO,Not Available,20,159,"NOV 10, 2015",CHILDREN'S PLAY STRUCTURE ,NA,NA,NA,ORIGINAL,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1968,HOT WATER,NO,YES,NO,YES,YES,24 HRS ,BASEMENT ,YES,0,0,3,14,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3M,MUST BE LEASHED ,YES,PSN PROPERTIES INC. ,PRIVATE,REAR OF BUILDING ,4154434,NO,YES,NO,195  EXBURY RD ,YES,YES,1968,YES,FREE,06,DOUBLE PANE,1968,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62323,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,72,"AUG 2, 2017",NA,NA,NA,CAR,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,2ND FLOOR,YES,0,0,2,8,NO,YES,"Ground Level Garage , Surface Parking",M3A,NONE,YES,GOLFOUR PROPERTY SERVICES INC.,PRIVATE,OUTSIDE IN GARBAGE EMCLOSURE,4154916,NO,YES,NO,267  ROYWOOD DR ,NO,NA,NA,YES,FREE,16,DOUBLE PANE,1962,2002,2017,NA,NA,NA,NA,NA,NA,NA,NA
62324,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,73,"DEC 7, 2015",NA,NA,NA,NA,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2005,HOT WATER,YES,YES,NO,YES,YES,9:00AM-10:00PM,GROUND FLOOR,NO,0,1,2,8,NO,NO,"Underground Garage , Ground Level Garage , Surface Parking",M3A,NA,YES,HANNAH PROPERTY MANAGEMENT,PRIVATE,BEHIND THE BUILDING,4154919,NO,YES,NO,1274  YORK MILLS RD ,NO,NA,NA,YES,FREE,16,DOUBLE PANE,1970,2013,2017,NA,NA,NA,NA,NA,NA,NA,NA
62325,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,25,"MAR 1, 2017",NA,NA,NA,NA,REPLACED,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,8:00 AM - 10:00 PM,"FLOORS 2, 3, 4",YES,0,29,1,6,NO,YES,"Ground Level Garage , Surface Parking",M3A,NA,YES,ARMBRO GROUP INC,PRIVATE,OUTDOOR,4154925,NO,YES,NO,1222  YORK MILLS RD ,YES,YES,1963,YES,FREE,16,DOUBLE PANE,1963,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
62326,INDIVIDUAL UNITS,NA,YES,NO,YES,NO,NO,Not Available,4,32,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,REPLACED,1990,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,0,0,4,NO,YES,Ground Level Garage,M5P,NONE,YES,NA,PRIVATE,BACK OF THE BUILDING,4154935,NO,NO,NO,1535-1539  BATHURST ST ,NO,NA,NA,NA,UNAVAILABLE,12,SINGLE PANE,1943,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62327,NONE,"Outdoor pool , Indoor exercise room",YES,YES,YES,YES,YES,Not Available,23,175,"JUN 1, 2017",NA,GYM,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING ,ORIGINAL,1966,ELECTRIC,NO,YES,NO,NO,YES,24 HOURS; 7 DAYS A WEEK,MAIN FLOOR,NO,175,4,3,10,NO,YES,"Underground Garage , Surface Parking",M6C,NA,YES,BARNEY RIVER ,PRIVATE,BACK OF BUILDING ,4154940,NO,NO,NO,111  RAGLAN AVE ,YES,YES,1966,YES,FREE,12,DOUBLE PANE,1967,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62328,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,18,NA,NA,NA,NA,NA,NA,NO,YES,Recycling bins,YES,NO,NA,REPLACED,1996,HOT WATER,NO,NO,NO,YES,YES,24 HOURS,BASEMENT,YES,0,0,0,4,NO,YES,NA,M6C,NONE,YES,VESTA MANAGEMENT INC,PRIVATE,SIDE OF BUIDLING,4154941,NO,NO,NO,5  CLAXTON BLVD ,YES,YES,2014,NA,UNAVAILABLE,12,DOUBLE PANE,1937,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62329,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,19,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,UNITS,REPLACED,2005,HOT WATER,NO,NO,NO,NO,YES,24HR,BASEMENT,YES,0,1,0,4,YES,YES,Surface Parking,M6C,NA,NO,CANAL PROPERTY MANAGEMENT,PRIVATE,SIDE OF BUILDING,4154942,NO,NO,NO,3  CLAXTON BLVD ,NO,NA,NA,NA,UNAVAILABLE,12,SINGLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62330,NONE,NA,YES,NO,YES,YES,NO,Not Available,3,16,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,EXTERIOR,REPLACED,2012,FORCED AIR GAS,NO,YES,NO,NO,YES,8-10,BASEMENT,YES,0,0,0,2,NO,YES,"Ground Level Garage , Surface Parking",M9W,PREFER NO PETS,NO,NA,PRIVATE,EXTERIOR,4155434,NO,YES,NO,14  TORBOLTON DR ,YES,NO,1950,NA,UNAVAILABLE,01,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62331,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,68,"JAN 26, 2015",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,PARKING LOT,ORIGINAL,1962,HOT WATER,NO,YES,NO,NO,YES,"24 HOURS, 7 DAYS A WEEK",MAIN FLOOR,YES,0,0,1,16,NO,YES,Surface Parking,M9W,NA,YES,ORCHARD APARTMENTS (2328) INC,PRIVATE,PARKING LOT,4155442,NO,NO,NO,2328  ISLINGTON AVE ,YES,YES,1962,YES,FREE,01,DOUBLE PANE,1962,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62332,NONE,NA,YES,YES,YES,YES,NO,Not Available,19,343,"DEC 1, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,9 TO 9,BASEMENT,NO,0,0,2,12,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9V,NA,YES,METCAP LIVING MANAGEMENT INC,PRIVATE,BACK,4155454,NO,YES,NO,2757  KIPLING AVE ,YES,YES,2007,YES,PAID,01,DOUBLE PANE,1976,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
62333,NONE,NA,YES,YES,YES,NO,YES,Not Available,3,45,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,ORIGINAL,1969,HOT WATER,NO,YES,NO,NO,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1,2,0,6,YES,YES,Surface Parking,M1K,NA,YES,DEL MANAGMENT,TCHC,BACK OF BUILDING,4156240,NO,NO,NO,30  EPPLEWORTH RD ,YES,YES,1969,NA,PAID,20,SINGLE PANE,1969,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62334,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,22,"APR 16, 2015",NA,NA,NA,FULL REPLACEMENT - MCE,REPLACED,YES,YES,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1970,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,2,4,1,4,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1K,NA,NO,TCH,TCHC,BACK OF BUILDING,4156268,NO,NO,NO,49  GILDER DR ,YES,YES,1970,YES,PAID,21,DOUBLE PANE,1970,1994,2017,NA,NA,NA,NA,NA,NA,NA,NA
62335,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,14,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,IN PARKING LOT,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,24/7,LOWER LEVEL,YES,0,45,0,2,YES,YES,Surface Parking,M9A,NA,YES,1564534 ONTARIO LTD,PRIVATE,IN PARKING LOT,4156289,NO,YES,NO,4752  DUNDAS ST W,YES,YES,2000,NA,UNAVAILABLE,02,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
62336,NONE,NA,YES,YES,YES,YES,NO,Not Available,15,210,"APR 7, 2016",NA,NA,NA,"CABIN, SAFETY",REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2010,HOT WATER,NO,YES,NO,NO,YES,8,BASEMENT,NO,0,1,3,16,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M1G,AS PER LEASE AGREEMENT,YES,NA,PRIVATE,NA,4152826,NO,NO,NO,20  TUXEDO CRT ,YES,YES,1970,YES,FREE,24,DOUBLE PANE,1970,2019,2017,NA,NA,NA,NA,NA,NA,NA,NA
62337,NONE,"Outdoor pool , Child play area",YES,YES,YES,YES,NO,Not Available,13,165,"APR 10, 2017",NA,NA,NA,UNKNOWN,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2013,HOT WATER,NO,YES,NO,YES,YES,10AM - 9PM,SECOND FLOOR,NO,0,0,2,16,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Carport , Surface Parking",M1C,NA,YES,METCAP LIVING MANAGEMENT INC,PRIVATE,BACK OF BUILDING,4152833,NO,NO,NO,750  MORNINGSIDE AVE ,YES,YES,1973,NO,FREE,24,DOUBLE PANE,1973,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
